"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","本線","Main Line",,,,,
"02","いずみ野線","Izumino Line",,,,,
"03","相鉄新横浜線(JR直通線)","Shin-Yokohama Line",,,,,
