"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","本線","Main Line",,,,
"02","宝来・谷地頭線","Horai-Yachigashira Line",,,,
"03","大森線","Omori Line",,,,
"04","湯の川線","Yunokawa Line",,,,
