"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","高松","Takamatsu",,,,,
"02","昭和町","Showacho",,,,,
"03","栗林公園北口","Ritsurin-Koen-Kitaguchi",,,,,
"04","栗林","Ritsurin",,,,,
"05","木太町","Kitacho",,,,,
"06","屋島","Yashima",,,,,
"07","古高松南","Furutakamatsu-Minami",,,,,
"08","八栗口","Yakuriguchi",,,,,
"09","讃岐牟礼","Sanuki-Mure",,,,,
"0a","志度","Shido",,,,,
"0b","オレンジタウン","Orange Town",,,,,
"0c","造田","Zoda",,,,,
"0d","神前","Kanzaki",,,,,
"0e","讃岐津田","Sanuki-Tsuda",,,,,
"0f","鶴羽","Tsuruwa",,,,,
"0g","丹生","Nibu",,,,,
"0h","三本松","Sambommatsu",,,,,
"0i","讃岐白鳥","Sanuki-Shirotori",,,,,
"0j","引田","Hiketa",,,,,
"0k","讃岐相生","Sanuki-Aioi",,,,,
"0l","阿波大宮","Awa-Omiya",,,,,
"0m","板野","Itano",,,,,
"0n","阿波川端","Awa-Kawabata",,,,,
"0o","板東","Bando",,,,,
"0p","池谷","Ikenotani",,,,,
"0q","勝瑞","Shozui",,,,,
"0r","吉成","Yoshinari",,,,,
"0s","佐古","Sako",,,,,
"0t","徳島","Tokushima",,,,,
