"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","宝鸡","Baoji",,,,,
"02","任家湾","Renjiawan",,,,,
"03","杨家湾","Yangjiawan",,,,,
"04","观音山","Guanyinshan",,,,,
"05","青石崖","Qingshiya",,,,,
"06","秦岭","Qingling",,,,,
"07","黄牛铺","Huangniupu",,,,,
"08","红花铺","Honghuapu",,,,,
"09","油房沟","Youfanggou",,,,,
"0a","凤州","Fengzhou",,,,,
"0b","七里坪","Qiliping",,,,,
"0c","凤县","Fengxian",,,,,
"0d","宏庆","Hongqing",,,,,
"0e","李家河","Lijiahe",,,,,
"0f","两当","Liangdang",,,,,
"0g","聂家湾","Niejiawan",,,,,
"0h","徽县","Huixian",,,,,
"0i","虞关","Yuguan",,,,,
"0j","白水江","Baishuijiang",,,,,
"0k","红卫坝","Hongweiba",,,,,
"0l","马蹄湾","Matiwan",,,,,
"0m","徐家坪","Xujiaping",,,,,
"0n","横现河","Hengxianhe",,,,,
"0o","略阳","Lueyang",,,,,
"0p","王家沱","Wangjiatuo",,,,,
"0q","乐素河","Lesuhe",,,,,
"0r","高潭子","Gaotanzi",,,,,
"0s","巨亭","Juting",,,,,
"0t","阳平关","Yangpingguan",,,,,
"0u","燕子砭","Yanzibian",,,,,
"0v","丁家坝","Dingjiaba",,,,,
"0w","大滩","Datan",,,,,
"0x","军师庙","Junshimiao",,,,,
"0y","朝天南","Chaotian South",,,,,
"0z","观音坝","Guanyinba",,,,,
"10","冉家河","Ranjiahe",,,,,
"11","广元","Guangyuan",,,,,
"12","广元南","Guangyuan South",,,,,
"13","走马岭","Zoumaling",,,,,
"14","昭化","Zhaohua",,,,,
"15","沙溪坝","Shaxiba",,,,,
"16","竹园坝","Zhuyuanba",,,,,
"17","斑竹园","Banzhuyuan",,,,,
"18","马角坝","Majiaoba",,,,,
"19","二郎庙","Erlangmiao",,,,,
"1a","厚坝","Houba",,,,,
"1b","小溪坝","Xiaoxiba",,,,,
"1c","双河口","Shuanghekou",,,,,
"1d","江油","Jiangyou",,,,,
"1e","三合场","Sanhechang",,,,,
"1f","石马坝","Shimaba",,,,,
"1g","绵阳","Mianyang",,,,,
"1h","皂角铺","Zaojiapu",,,,,
"1i","罗江","Luojiang",,,,,
"1j","黄许镇","Huangxuzhen",,,,,
"1k","德阳","Deyang",,,,,
"1l","广汉","Guanghan",,,,,
"1m","青白江","Qingbaijiang",,,,,
"1n","新都","Xindu",,,,,
"1o","天回镇","Tianhuizhen",,,,,
"1p","成都","Chengdu",,,,,
