"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","宍道","Shinji",,,,,
"02","南宍道","Minami Shinji",,,,,
"03","加茂中","Kamonaka",,,,,
"04","幡屋","Hataya",,,,,
"05","出雲大東","Izumo Daito",,,,,
"06","南大東","Minami Daito",,,,,
"07","木次","Kisuki",,,,,
"08","日登","Hinobori",,,,,
"09","下久野","Shimokuno",,,,,
"0a","出雲八代","Izumo Yashiro",,,,,
"0b","出雲三成","Izumo Minari",,,,,
"0c","亀嵩","Kamedake",,,,,
"0d","出雲横田","Izumo Yokota",,,,,
"0e","八川","Yakawa",,,,,
"0f","出雲坂根","Izumo Sakane",,,,,
"0g","三井野原","Miinohara",,,,,
"0h","油木","Yuki",,,,,
"0i","備後落合","Bingo Ochiai",,,,,
