"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","本線","Main Line",,,,,
"02","阪神なんば線","Hanshin Namba Line",,,,,
"03","武庫川線","Mukogawa Line",,,,,
"04","神戸高速線","Kobe Kosoku Line",,,,,
