"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","丹东","Dandong",,,,,
"02","同兴","Tongxing",,,,,
"03","丹东西","Dandong West",,,,,
"04","前阳南","Qianyang South",,,,,
"05","东港北","Donggang North",,,,,
"06","北井子","Beijingzi",,,,,
"07","大孤山","Dagushan",,,,,
"08","青堆","Qingdui",,,,,
"09","兰店","Landian",,,,,
"0a","庄河北","Zhuanghe North",,,,,
"0b","庄河西","Zhuanghe West",,,,,
"0c","花园口","Huayuankou",,,,,
"0d","城子坦","Chengzitan",,,,,
"0e","皮口","Pikou",,,,,
"0f","杏树屯","Xingshutun",,,,,
"0g","登沙河","Dengshahe",,,,,
"0h","广宁寺","Guangningsi",,,,,
"0i","闫家楼线路所","Yanjialou Signal Base",,,,,
"0j","金州","Jinzhou",,,,,
"0k","大连北","Dalian North",,,,,
