"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","沙河","Shahe",,,,,
"02","昌平","Changping",,,,,
"03","南口","Nankou",,,,,
"04","东园","Dongyuan",,,,,
"05","居庸关","Juyongguan",,,,,
"06","三堡","Sanbu",,,,,
"07","青龙桥西","Qinglongqiao West",,,,,
"08","青龙桥","Qinglongqiao",,,,,
"09","八达岭","Badaling",,,,,
"0a","康庄","Kangzhuang",,,,,
"0b","东花园","Donghuayuan",,,,,
"0c","狼山","Langshan",,,,,
"0d","土木","Tumu",,,,,
"0e","沙城","Shacheng",,,,,
"0f","新保安","Xinbao'an",,,,,
"0g","西八里","Xibali",,,,,
"0h","下花园","Xiahuayuan",,,,,
"0i","辛庄子","Xinzhuangzi",,,,,
"0j","宣化","Xuanhua",,,,,
"0k","沙岭子","Shalingzi",,,,,
"0l","张家口","Zhangjiakou",,,,,
"0m","孔家庄","Kongjiazhuang",,,,,
"0n","王玉庄","Wangyuzhuang",,,,,
"0o","郭磊庄","Guoleizhuang",,,,,
"0p","柴沟堡","Chaigoubu",,,,,
"0q","西湾堡","Xiwanbu",,,,,
"0r","永嘉堡","Yongjiabu",,,,,
"0s","天镇","Tianzhen",,,,,
"0t","罗文皂","Luowenzao",,,,,
"0u","阳高","Yanggao",,,,,
"0v","周士庄","Zhoushizhuang",,,,,
"0w","大同东","Datong East",,,,,
"0x","大同","Datong",,,,,
"0y","古店","Gudian",,,,,
"0z","孤山","Gushan",,,,,
"10","堡子湾","Buziwan",,,,,
"11","丰镇","Fengzhen",,,,,
"12","新安庄","Xin'anzhuang",,,,,
"13","红砂坝","Hongshaba",,,,,
"14","土贵乌拉","Tuguiwula",,,,,
"15","苏集","Suji",,,,,
"16","古营盘","Guyingpan",,,,,
"17","集宁南","Jining South",,,,,
"18","葫芦","Hulu",,,,,
"19","八苏木","Basumu",,,,,
"1a","十八台","Shibatai",,,,,
"1b","马盖图","Magaitu",,,,,
"1c","姑家堡","Gujiabao",,,,,
"1d","卓资山","Zhuozishan",,,,,
"1e","福生庄","Fushengzhuang",,,,,
"1f","三道营","Sandaoying",,,,,
"1g","旗下营","Qixiaying",,,,,
"1h","民族","Minzu",,,,,
"1i","陶卜齐","Taoboqi",,,,,
"1j","沙良","Shaliang",,,,,
"1k","呼和浩特南","Hohhot South",,,,,
"1l","瓜房子","Guafangzi",,,,,
"1m","毕克齐","Bikeqi",,,,,
"1n","察素齐","Chasuqi",,,,,
"1o","陶思浩","Taosihao",,,,,
"1p","美岱召","Meidaizhao",,,,,
"1q","萨拉齐东","Salaqi East",,,,,
"1r","公积坂","Gongjiban",,,,,
"1s","东兴","Dongxing",,,,,
"1t","古城湾","Guchengwan",,,,,
"1u","包头东","Baotou East",,,,,
"1v","万水泉","Wanshuiquan",,,,,
"1w","包头","Baotou",,,,,
