"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","HarbourFront","HarbourFront","","","","en1159093",""
"02","Outram Park","Outram Park","","","","en1159088",""
"03","Chinatown","Chinatown","","","","en1159123",""
"04","Clarke Quay","Clarke Quay","","","","en1159125",""
"05","Dhoby Ghaut","Dhoby Ghaut","","","","en1159091",""
"06","Little India","Little India","","","","en1159128",""
"07","Farrer Park","Farrer Park","","","","en2050925",""
"08","Boon Keng","Boon Keng","","","","en2239392",""
"09","Potong Pasir","Potong Pasir","","","","en2050725",""
"0a","Woodleigh","Woodleigh","","","","en2239411",""
"0b","Serangoon","Serangoon","","","","en2050828",""
"0c","Kovan","Kovan","","","","en2050847",""
"0d","Hougang","Hougang","","","","en2050865",""
"0e","Buangkok","Buangkok","","","","en2049099",""
"0f","Sengkang","Sengkang","","","","en30873987",""
"0g","Punggol","Punggol","","","","en30873977",""
