"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","武昌","Wuchang","0","","","",""
"02","沙湖","Shahu","0","","","",""
"03","武昌北","Wuchang North","0","","","",""
"04","八大家","Badajiang","0","","","",""
"05","楠栂庙","Nanmeimiao","0","","","",""
"06","武昌东","Wucheng East","0","","","",""
"07","何刘","Heliu","35","","","",""
"08","新店","Xindian","0","","","",""
"09","葛店","Gedian","0","","","",""
"0a","华容","Huarong","60","","","",""
"0b","樊口","Fankou","0","","","",""
"0c","鄂州","Ezhou","82","","","",""
"0d","铁山","Tieshan","102","","","",""
"0e","黄石","Huangshi","109","","","",""
"0f","大箕铺","Dajipu","0","","","",""
"0g","浮屠街","Futujie","0","","","",""
"0h","阳新","Yangxin","153","","","",""
"0i","西河村","Xihecun","0","","","",""
"0j","夏畈","Xiafan","0","","","",""
"0k","白杨畈","Baiyangfan","0","","","",""
"0l","瑞昌","Ruichang","214","","","",""
"0m","九里垄","Jiulilong","236","","","",""
"0n","庐山","Lushan","243","","","",""
