"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","天王寺","Tennoji","0","","","ja4124",""
"02","美章園","Bishoen","1.5","","","ja99222",""
"03","南田辺","Minami-Tanabe","3","","","ja99224",""
"04","鶴ヶ丘","Tsurugaoka","3.9","","","ja2293099",""
"05","長居","Nagai","4.7","","","ja51427",""
"06","我孫子町","Abikocho","5.9","","","ja99557",""
"07","杉本町","Sugimotocho","6.9","","","ja42855",""
"08","浅香","Asaka","7.9","","","ja99558",""
"09","堺市","Sakaishi","8.8","","","ja71520",""
"0a","三国ヶ丘","Mikunigaoka","10.2","","","ja36485",""
"0b","百舌鳥","Mozu","11.1","","","ja99563",""
"0c","上野芝","Uenoshiba","12.4","","","ja99565",""
"0d","津久野","Tsukuno","13.7","","","ja99566",""
"0e","鳳","Otori","57.2","","","ja45227",""
"0f","富木","Tonoki","60.2","","","ja99568",""
"0g","北信太","Kita-Shinoda","61.3","","","ja99570",""
"0h","信太山","Shinodayama","19.4","","","ja99571",""
"0i","和泉府中","Izumi-Fuchu","20.9","","","ja99572",""
"0j","久米田","Kumeda","23.9","","","ja99574",""
"0k","下松","Shimomatsu","25.1","","","ja22675",""
"0l","東岸和田","Higashi-Kishiwada","26.5","","","ja97069",""
"0m","東貝塚","Higashi-Kaizuka","28.1","","","ja97062",""
"0n","和泉橋本","Izumi-Hashimoto","30","","","ja99577",""
"0o","東佐野","Higashi-Sano","31.5","","","ja97326",""
"0p","熊取","Kumatori","33","","","ja99581",""
"0q","日根野","Hineno","34.9","","","ja45229",""
"0r","長滝","Nagataki","36.3","","","ja99980",""
"0s","新家","Shinge","38.6","","","ja99983",""
"0t","和泉砂川","Izumi-Sunagawa","40.5","","","ja99986",""
"0u","和泉鳥取","Izumi-Tottori","43.3","","","ja99988",""
"0v","山中渓","Yamanakadani","45.2","","","ja99990",""
"0w","紀伊","Kii","53.3","","","ja99992",""
"0x","六十谷","Musota","57.2","","","ja99994",""
"0y","紀伊中ノ島","Kii-Nakanoshima","60.2","","","ja99995",""
"0z","和歌山","Wakayama","61.3","","","ja45226",""
