"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","西子灣","Sizihwan",,,,,
"02","鹽埕埔","Yanchengpu",,,,,
"03","市議會","City Council",,,,,
"04","美麗島","Formosa Boulevard",,,,,
"05","信義國小","Sinyi Elementary School",,,,,
"06","文化中心","Cultural Center",,,,,
"07","五塊厝","Wukuaicuo",,,,,
"08","技擊館","Martial Arts Stadium",,,,,
"09","衛武營","Weiwuying",,,,,
"0a","鳳山西","Fongshan West",,,,,
"0b","鳳山","Fongshan",,,,,
"0c","大東","Dadong",,,,,
"0d","鳳山國中","Fongshan Junior High School",,,,,
"0e","大寮","Daliao",,,,,
