"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","Port of Call","Port of Call","0","","","",""
"02","Rancho","Rancho","0","","","",""
"03","Plaza Museo","Plaza Museo","0","","","",""
"04","Royal Plaza","Royal Plaza","0","","","",""
"05","Renaissance Mall","Renaissance Mall","0","","","",""
"06","Plaza Chipi Chipi","Plaza Chipi Chipi","0","","","",""
"07","Caya Betico Croes","Caya Betico Croes","0","","","",""
"08","Plaza Bon Bini","Plaza Bon Bini","0","","","",""
"09","Plaza Nicky","Plaza Nicky","0","","","",""
