"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","府中","Fuzhong","0.0","","","zh258954",""
"02","亞東醫院","Far Eastern Hospital","1.4","","","zh259637",""
"03","海山","Haishan","2.9","","","zh273523",""
"04","土城","Tucheng","4.4","","","zh265126",""
"05","永寧","Yongning","5.5","","","zh3044433",""
"06","頂埔","Dingpu","7.4","","","zh305570",""
