"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","甘泉北","Ganquan North",,,,,
"02","甘泉","Ganquan",,,,,
"03","道镇","Daozhen",,,,,
"04","富县","Fuxian",,,,,
"05","督河村","Duhecun",,,,,
"06","洛川","Luochuan",,,,,
"07","弥家河","Mijiahe",,,,,
"08","黄陵","Huangling",,,,,
"09","刘家沟","Liujiagou",,,,,
"0a","生芝渠","Shengzhiqu",,,,,
"0b","贺家河","Hejiahe",,,,,
"0c","蔡河","Caihe",,,,,
"0d","张家船","Zhangjiachuan",,,,,
"0e","狄家河","Dijiahe",,,,,
"0f","洞子崖","Dongziya",,,,,
"0g","韩家河","Hanjiahe",,,,,
"0h","坡底村","Podicun",,,,,
"0i","苏家坡","Sujiapo",,,,,
"0j","孙镇","Sunzhen",,,,,
"0k","杜赵","Duzhao",,,,,
"0l","蒲城","Pucheng",,,,,
"0m","钟家村","Zhongjiacun",,,,,
