"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","八木山動物公園","Yagiyama Zoological Park","0",,,,
"02","青葉山","Aobayama","2.1",,,,
"03","川内","Kawauchi","3.7",,,,
"04","国際センター","International Center","4.3",,,,
"05","大町西公園","Omachi Nishi-koen","5",,,,
"06","青葉通一番町","Aoba-dori Ichibancho","5.7",,,,
"07","仙台","Sendai","6.5",,,,
"08","宮城野通","Miyagino-dori","7.2",,,,
"09","連坊","Rembo","8.4",,,,
"0a","薬師堂","Yakushido","9.5",,,,
"0b","卸町","Oroshimachi","11",,,,
"0c","六丁の目","Rokuchonome","12.3",,,,
"0d","荒井","Arai","13.9",,,,
