"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","邯郸","Handan",,,,,
"02","林村","Lincun",,,,,
"03","康城","Kangcheng",,,,,
"04","武安","Wu'an",,,,,
"05","午汲","Wuji",,,,,
"06","磁山","Cishan",,,,,
"07","磁西","Cixi",,,,,
"08","徘徊北","Paihuai North",,,,,
"09","新固镇","Xinguzhen",,,,,
"0a","什里店","Shilidian",,,,,
"0b","阳邑","Yangyi",,,,,
"0c","豆庄","Douzhuang",,,,,
"0d","东戌","Dongxu",,,,,
"0e","偏店","Piandian",,,,,
"0f","井店","Jingdian",,,,,
"0g","涉县","Shexian",,,,,
"0h","悬钟","Xuanzhong",,,,,
"0i","桃城","Taocheng",,,,,
"0j","南峧","Nanjiao",,,,,
"0k","下湾","Xiawan",,,,,
"0l","东阳关","Dongyangguan",,,,,
"0m","黎城","Licheng",,,,,
"0n","水洋","Shuiyang",,,,,
"0o","常村","Changcun",,,,,
"0p","漫流河","Manliuhe",,,,,
"0q","洪掌","Hongzhang",,,,,
"0r","微子镇","Weizizhen",,,,,
"0s","潞城","Lucheng",,,,,
"0t","北舍","Beishe",,,,,
"0u","长治北","Changzhi North",,,,,
