"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","ชุมทางฉะเชิงเทรา","Chachoengsao Junction","0","","","th221620",""
"02","แปดริ้ว","Paet Riu","1.88","","","th210411",""
"03","ดอนสีนนท์","Don Si Non","14.98","","","th210411",""
"04","พานทอง","Phan Thong","30.54","","","th210411",""
"05","ชลบุรี","Chon Buri","46.8","","","th210411",""
"06","บางพระ","Bang Phra","60.32","","","th232216",""
"07","เขาพระบาท","Khao Phrabat","64.36","","","th61313",""
"08","ชุมทางศรีราชา","Si Racha Junction","69.61","","","th210411",""
"09","บางละมุง","Bang Lamung","83.09","","","th36595",""
"0a","พัทยา","Pattaya","94.15","","","th210411",""
"0b","พัทยาใต้","Pattaya Tai","97.83","","","th558109",""
"0c","ตลาดน้ำ 4 ภาค","Talat Nam 4 Phak","102.29","","","th7043",""
"0d","บ้านห้วยขวาง","Ban Huai Kwang","107.35","","","th210319",""
"0e","ญาณสังวราราม","Yanasangwararam","110.11","","","th335321",""
"0f","สวนนงนุช","Suan Nong Nuch","113.1","","","th36559",""
"0g","ชุมทางเขาชีจรรย์","Kao Chi Chan Junction","119.01","","","th210411",""
"0h","บ้านพลูตาหลวง","Ban Plu Ta Luang","123.04","","","th564464",""
