"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","藤沢","Fujisawa","0",,,,
"02","石上","Ishigami","0.6",,,,
"03","柳小路","Yanagikōji","1.2",,,,
"04","鵠沼","Kugenuma","1.9",,,,
"05","湘南海岸公園","Shōnankaigankōen","2.7",,,,
"06","江ノ島","Enoshima","3.3",,,,
"07","腰越","Koshigoe","3.9",,,,
"08","鎌倉高校前","Kamakura-Kōkō-Mae","4.7",,,,
"09","七里ヶ浜","Shichirigahama","5.6",,,,
"0a","稲村ヶ崎","Inamuragasaki","6.8",,,,
"0b","極楽寺","Gokurakuji","7.6",,,,
"0c","長谷","Hase","8.3",,,,
"0d","由比ヶ浜","Yuigahama","8.9",,,,
"0e","和田塚","Wadazuka","9.2",,,,
"0f","鎌倉","Kamakura","10",,,,
