"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","本線","Main Line",,,,,
"02","空港線","Airport Line",,,,,
"03","大師線","Daishi Line",,,,,
"04","逗子線","Zushi Line",,,,,
"05","久里浜線","Kurihama Line",,,,,
