"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","若井","Wakai",,,,,
"02","家地川","Iejigawa",,,,,
"03","打井川","Utsuigawa",,,,,
"04","土佐大正","Tosa-Taisho",,,,,
"05","土佐昭和","Tosa-Showa",,,,,
"06","十川","Tokawa",,,,,
"07","半家","Hage",,,,,
"08","江川崎","Ekawasaki",,,,,
"09","西ヶ方","Nishigaho",,,,,
"0a","真土","Matsuchi",,,,,
"0b","吉野生","Yoshinobu",,,,,
"0c","松丸","Matsumaru",,,,,
"0d","出目","Izume",,,,,
"0e","近永","Chikanaga",,,,,
"0f","深田","Fukata",,,,,
"0g","大内","Ouchi",,,,,
"0h","二名","Futana",,,,,
"0i","伊予宮野下","Iyo-Miyanoshita",,,,,
"0j","務田","Muden",,,,,
"0k","北宇和島","Kita-Uwajima",,,,,
