"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","木津","Kizu","0","","","ja46877",""
"02","西木津","Nishi-Kizu","2.2","","","ja282579",""
"03","祝園","Hosono","5.1","","","ja98725",""
"04","下狛","Shimokoma","7.4","","","ja98723",""
"05","JR三山木","JR Miyamaki","9.4","","","ja70779",""
"06","同志社前","Doshisha-mae","10.5","","","ja63442",""
"07","京田辺","Kyotanabe","12.4","","","ja30479",""
"08","大住","Osumi","14.5","","","ja70782",""
"09","松井山手","Matsuiyamate","17","","","ja68442",""
"0a","長尾","Nagao","18.6","","","ja88598",""
"0b","藤阪","Fujisaka","20.2","","","ja88582",""
"0c","津田","Tsuda","21.8","","","ja88583",""
"0d","河内磐船","Kawachi-Iwafune","25","","","ja88563",""
"0e","星田","Hoshida","27.1","","","ja88556",""
"0f","寝屋川公園","Neyagawa-Koen","28.8","","","ja88570",""
"0g","忍ケ丘","Shinobugaoka","30.1","","","ja57722",""
"0h","四条畷","Shijonawate","32","","","ja35899",""
"0i","野崎","Nozaki","33.3","","","ja78495",""
"0j","住道","Suminodo","35.5","","","ja88577",""
"0k","鴻池新田","Konoikeshinden","37.9","","","ja98720",""
"0l","徳庵","Tokuan","39.8","","","ja46859",""
"0m","放出","Hanaten","41.6","","","ja46489",""
"0n","鴫野","Shigino","43.2","","","ja46887",""
"0o","京橋","Kyobashi","44.8","","","ja14585",""
