"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","京都","Kyoto","0","","","ja3735",""
"02","東福寺","Tofukuji","1.1","","","ja100049",""
"03","稲荷","Inari","2.7","","","ja100038",""
"04","JR藤森","JR Fujinomori","5","","","ja70776",""
"05","桃山","Momoyama","7.2","","","ja100039",""
"06","六地蔵","Rokujizo","9.6","","","ja100044",""
"07","木幡","Kohata","10.6","","","ja99373",""
"08","黄檗","Obaku","12","","","ja100053",""
"09","宇治","Uji","14.9","","","ja96914",""
"0a","JR小倉","JR Ogura","16.3","","","ja70775",""
"0b","新田","Shinden","18.1","","","ja60366",""
"0c","城陽","Joyo","20.2","","","ja96493",""
"0d","長池","Nagaike","22","","","ja100065",""
"0e","山城青谷","Yamashiro-Aodani","24","","","ja100067",""
"0f","山城多賀","Yamashiro-Taga","25.3","","","ja100069",""
"0g","玉水","Tamamizu","27.3","","","ja100074",""
"0h","棚倉","Tanakura","30.3","","","ja100077",""
"0i","上狛","Kamikoma","33.1","","","ja100079",""
"0j","木津","Kizu","34.7","","","ja46877",""
