"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","岡山","Okayama","0","","","ja21517",""
"02","大元","Omoto","2.5","","","ja21725",""
"03","備前西市","Bizen-Nishiichi","4.5","","","ja21532",""
"04","妹尾","Senoo","8.3","","","ja21533",""
"05","備中箕島","Bitchu-Mishima","10.2","","","ja21716",""
"06","早島","Hayashima","11.9","","","ja21726",""
"07","久々原","Kuguhara","13.2","","","ja21727",""
"08","茶屋町","Chayamachi","14.9","","","ja21519",""
"09","彦崎","Hikosaki","18.1","","","ja21717",""
"0a","備前片岡","Bizen-Kataoka","20.9","","","ja21718",""
"0b","迫川","Hazakawa","22.8","","","ja21719",""
"0c","常山","Tsuneyama","24.1","","","ja21720",""
"0d","八浜","Hachihama","26.6","","","ja21721",""
"0e","備前田井","Bizen-Tai","30.3","","","ja21722",""
"0f","宇野","Uno","32.8","","","ja21723",""
