"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","山本","Yamamoto","0","","","ja33157",""
"02","肥前久保","Hizen-Kubo","5.1","","","ja98139",""
"03","西相知","Nishi-Ochi","6.6","","","ja211958",""
"04","佐里","Sari","8.2","","","ja211962",""
"05","駒鳴","Komanaki","11","","","ja211964",""
"06","大川野","Okawano","12.9","","","ja211972",""
"07","肥前長野","Hizen-Nagano","14.3","","","ja98164",""
"08","桃川","Momonokawa","17.4","","","ja211975",""
"09","金石原","Kanaishihara","19.7","","","ja211978",""
"0a","上伊万里","Kami-Imari","24.1","","","ja211987",""
"0b","伊万里","Imari","25.7","","","ja183320",""
