"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","高台山","Gaotaishan",,,,,
"02","罗家","Luojia",,,,,
"03","姚堡","Yaobao",,,,,
"04","小东","Xiaodong",,,,,
"05","新泉","Xinquan",,,,,
"06","新立屯","Xinlitun",,,,,
