"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","幹線","Trunk Line",,,,
"02","水前寺線","Suizenji Line",,,,
"03","健軍線","Kengun Line",,,,
"04","上熊本線","Kami-Kumamoto Line",,,,
"05","田崎線","Tasaki Line",,,,
