"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","集宁南","Jining South",,,,,
"02","集宁","Jining",,,,,
"03","七苏木","Qisumu",,,,,
"04","团结村","Tuanjiecun",,,,,
"05","大陆号","Daluhao",,,,,
"06","贲红","Benhong",,,,,
"07","芦家村","Lujiacun",,,,,
"08","白音察干","Baiyinchagan",,,,,
"09","乌兰哈达","Wulanhada",,,,,
"0a","宝拉格","Baolage",,,,,
"0b","阿贵图","Aguitu",,,,,
"0c","土牧尔台","Tumu'ertai",,,,,
"0d","乌兰花","Wulanhua",,,,,
"0e","白银哈尔","Baiyinha'er",,,,,
"0f","巴彦郭勒","Bayanguole",,,,,
"0g","德日斯图","Derisitu",,,,,
"0h","朱日和","Zhurihe",,,,,
"0i","锡林呼都嘎","Xilinhuduga",,,,,
"0j","赛汗塔拉","Saihantala",,,,,
"0k","楚鲁图","Chulutu",,,,,
"0l","郭尔奔敖包","Guo'erben'aobao",,,,,
"0m","夏拉哈马","Xialahama",,,,,
"0n","齐哈日格图","Qiharigetu",,,,,
"0o","查干特格","Chagantege",,,,,
"0p","赛乌苏","Saiwusu",,,,,
"0q","西里","Xili",,,,,
"0r","二连","Erlian",,,,,
"0s","中国/蒙古国界","Border(Mongolia)",,,,,
