"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","新庄","Shinjo","0","","","ja38752",""
"02","升形","Masukata","7.5","","","ja200171",""
"03","羽前前波","Uzen-Zennami","10.6","","","ja200168",""
"04","津谷","Tsuya","12.9","","","ja200167",""
"05","古口","Furukuchi","17","","","ja124004",""
"06","高屋","Takaya","24.8","","","ja200166",""
"07","清川","Kiyokawa","31.1","","","ja200162",""
"08","狩川","Karikawa","34.9","","","ja200161",""
"09","南野","Minamino","38.9","","","ja133968",""
"0a","余目","Amarume","43","","","ja47595",""
