"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","臺灣鐵路管理局","Taiwan Railway Administration",,,,,
"02","阿里山森林鐵路","Alishan Forest Railway",,,,,
"03","台灣高速鐵路","Taiwan High Speed Rail",,,,,
"04","台北捷運","Taipei Metro",,,,,
"05","高雄捷運","Kaohsiung MRT",,,,,
"06","桃園捷運","Taoyuan Metro",,,,,
"07","新北捷運","New Taipei Metro",,,,,
"08","桃園國際機場股份有限公司","Taoyuan International Airport Corporation",,,,,
