"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","1号線(空港線)","Kuko Line",,,,
"02","2号線(箱崎線)","Hakozaki Line",,,,
"03","3号線(七隈線)","Nanakuma Line",,,,
