"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","八代","Yatsushiro",,,,,
"02","段","Dan",,,,,
"03","坂本","Sakamoto",,,,,
"04","葉木","Haki",,,,,
"05","鎌瀬","Kamase",,,,,
"06","瀬戸石","Setoishi",,,,,
"07","海路","Kaiji",,,,,
"08","吉尾","Yoshio",,,,,
"09","白石","Shiroishi",,,,,
"0a","球泉洞","Kyusendo",,,,,
"0b","一勝地","Isshochi",,,,,
"0c","那良口","Naraguchi",,,,,
"0d","渡","Watari",,,,,
"0e","西人吉","Nishi Hitoyoshi",,,,,
"0f","人吉","Hitoyoshi",,,,,
"0g","大畑","Okoba",,,,,
"0h","矢岳","Yatake",,,,,
"0i","真幸","Masaki",,,,,
"0j","吉松","Yoshimatsu",,,,,
"0k","栗野","Kurino",,,,,
"0l","大隅横川","Osumi-Yokogawa",,,,,
"0m","植村","Uemura",,,,,
"0n","霧島温泉","Kirishima Onsen",,,,,
"0o","嘉例川","Kareigawa",,,,,
"0p","中福良","Naka-fukura",,,,,
"0q","表木山","Hyokiyama",,,,,
"0r","日当山","Hinatayama",,,,,
"0s","隼人","Hayato",,,,,
