"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","衡阳东","Hengyang East","0","","","",""
"02","太山线路所","Taishan Signal Base","11","","","",""
"03","白沙洲","Baishazhou","0","","","",""
"04","谭子山南","Tanzishan South","0","","","",""
"05","祁东","Qidong","73","","","",""
"06","祁阳","Qiyang","102","","","",""
"07","高溪市","Gaoxishi","0","","","",""
"08","永州","Yongzhou","135","","","",""
"09","东安东","Dong'an East","164","","","",""
"0a","庙头西","Miaotou West","0","","","",""
"0b","全州南","Quanzhou South","225","","","",""
"0c","松川","Songchuan","0","","","",""
"0d","兴安北","Xing'an North","277","","","",""
"0e","大榕江北","Darongjiang North","0","","","",""
"0f","灵川","Lingchuan","326","","","",""
"0g","桂林北","Guilin North","334","","","",""
"0h","桂林","Guilin","342","","","",""
"0i","二塘","Ertang","353","","","",""
"0j","永福南","Yongfu South","386","","","",""
"0k","黄腊","Huangla","0","","","",""
"0l","鹿寨北","Luzhai North","441","","","",""
"0m","青茅","Qingmao","0","","","",""
"0n","柳州西","Liuzhou West","0","","","",""
"0o","柳州","Liuzhou","498","","","",""
