"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","肥前山口","Hizen-Yamaguchi","0","","","ja72478",""
"02","大町","Omachi","5.1","","","ja21992",""
"03","北方","Kitagata","7.4","","","ja162095",""
"04","高橋","Takahashi","11.4","","","ja211647",""
"05","武雄温泉","Takeo Onsen","13.7","","","ja69817",""
"06","永尾","Nagao","18.3","","","ja211654",""
"07","三間坂","Mimasaka","21.5","","","ja211658",""
"08","上有田","Kami-Arita","25.7","","","ja211659",""
"09","有田","Arita","28.2","","","ja183323",""
"0a","三河内","Mikawachi","35.7","","","ja211662",""
"0b","早岐","Haiki","39.9","","","ja81120",""
"0c","大塔","Daito","42.6","","","ja169402",""
"0d","日宇","Hiu","45.5","","","ja96984",""
"0e","佐世保","Sasebo","48.8","","","ja87548",""
