"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","久保田","Kubota","0","","","ja38112",""
"02","小城","Ogi","5.1","","","ja72483",""
"03","東多久","Higashi-Taku","10.6","","","ja97417",""
"04","中多久","Naka-Taku","13.6","","","ja210839",""
"05","多久","Taku","15.2","","","ja210840",""
"06","厳木","Kyuragi","20.8","","","ja210842",""
"07","岩屋","Iwaya","23.3","","","ja39184",""
"08","相知","Ochi","26","","","ja210848",""
"09","本牟田部","Honmutabe","30.1","","","ja210850",""
"0a","山本","Yamamoto","32.9","","","ja33157",""
"0b","鬼塚","Onizuka","36.6","","","ja210853",""
"0c","唐津","Karatsu","40.3","","","ja165838",""
"0d","西唐津","Nishi-Karatsu","42.5","","","ja165842",""
