"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","京王線","Keio Line",,,,,
"02","相模原線","Keio Sagamihara Line",,,,,
"03","高尾線","Keio Takao Line",,,,,
"04","競馬場線","Keio Keibajo Line",,,,,
"05","動物園線","Keio Dobutsuen Line",,,,,
"06","井の頭線","Keio Inokashira Line",,,,,
