"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","茂陵","Maoling",,,,,
"02","南市","Nanshi",,,,,
"03","礼泉","Liquan",,,,,
"04","灵源","Lingyuan",,,,,
"05","乾县","Qianxian",,,,,
"06","漠西","Moxi",,,,,
"07","梁山","Liangshan",,,,,
"08","阳峪","Yangyu",,,,,
"09","永寿","Yongshou",,,,,
"0a","蒿店","Haodian",,,,,
"0b","太峪","Taiyu",,,,,
"0c","彬州","Binzhou",,,,,
"0d","彬州西","Binzhou West",,,,,
"0e","大佛寺","Dafosi",,,,,
"0f","上孟","Shangmeng",,,,,
"0g","宁县南","Ningxian South",,,,,
"0h","长武","Changwu",,,,,
"0i","长庆桥","Changqingqiao",,,,,
"0j","泾明","Jingming",,,,,
"0k","泾川","Jingchuan",,,,,
"0l","王村","Wangcun",,,,,
"0m","花所","Huasuo",,,,,
"0n","平凉南","Pingliang South",,,,,
