"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","東海道本線","Tokaido Main Line",,,,,
"02","湖西線","Kosei Line",,,,,
"03","大阪環状線","Osaka Loop Line",,,,,
"04","桜島線","Sakurajima Line",,,,,
"05","JR東西線","JR Tozai Line",,,,,
"06","福知山線","Fukuchiyama Line",,,,,
"07","北陸本線","Hokuriku Main Line",,,,,
"08","小浜線","Obama Line",,,,,
"09","越美北線","Etsumi-Hoku Line",,,,,
"0a","七尾線","Nanao Line",,,,,
"0b","城端線","Johana Line",,,,,
"0c","氷見線","Himi Line",,,,,
"0d","高山本線","Takayama Main Line",,,,,
"0e","大糸線","Oito Line",,,,,
"0f","山陽本線","San'yo Main Line",,,,,
"0g","山陽本線 (和田岬線)","San'yo Main Line (Wadamisaki Branch)",,,,,
"0h","山陽新幹線","San'yo Shinkansen",,,,,
"0i","加古川線","Kakogawa Line",,,,,
"0j","播但線","Bantan Line",,,,,
"0k","姫新線","Kishin Line",,,,,
"0l","赤穂線","Ako Line",,,,,
"0m","津山線","Tsuyama Line",,,,,
"0n","吉備線","Kibi Line",,,,,
"0o","宇野線","Uno Line",,,,,
"0p","本四備讃線","Honshi-Bisan Line",,,,,
"0q","伯備線","Hakubi Line",,,,,
"0r","芸備線","Geibi Line",,,,,
"0s","福塩線","Fukuen Line",,,,,
"0t","呉線","Kure Line",,,,,
"0u","可部線","Kabe Line",,,,,
"0v","岩徳線","Gantoku Line",,,,,
"0w","山口線","Yamaguchi Line",,,,,
"0x","宇部線","Ube Line",,,,,
"0y","小野田線","Hokuriku Shinkansen",,,,,
"0z","小野田線","Hokuriku Shinkansen",,,,,
"10","美祢線","Mine Line",,,,,
"11","山陰本線","San'in Main Line",,,,,
"12","山陰本線 (仙崎支線)","San'in Main Line (Senzaki Line)",,,,,
"13","舞鶴線","Maizuru Line",,,,,
"14","因美線","Inbi Line",,,,,
"15","境線","Sakai Line",,,,,
"16","木次線","Kisuki Line",,,,,
"17","関西本線","Kansai Main Line",,,,,
"18","草津線","Kusatsu Line",,,,,
"19","奈良線","Nara Line",,,,,
"1a","桜井線","Sakurai Line",,,,,
"1b","片町線","Katamachi Line",,,,,
"1c","おおさか東線","Osaka Higashi Line",,,,,
"1d","和歌山線","Wakayama Line",,,,,
"1e","阪和線","Hanwa Line",,,,,
"1f","阪和線 (羽衣支線)","Hanwa Line (Hagoromo Branch)",,,,,
"1g","関西空港線","Kansai Airport Line",,,,,
"1h","紀勢本線","Kisei Main Line",,,,,
"1i","北陸新幹線","Hokuriku Shinkansen",,,,,
"1j","博多南線","Hakata-minami Line",,,,,
