"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","ชุมทางหาดใหญ่","Hat Yai Junction",,,,,
"02","คลองแงะ","Khlong Ngae",,,,,
"03","ปาดังเบซาร์(ฝั่งไทย)","Padang Besar (Thai)",,,,,
"04","ชายแดน (ประเทศมาเลเซีย)","Border (Malaysia)",,,,,
