"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","北山形","Kita-Yamagata","0","","","ja40220",""
"02","東金井","Higashi-Kanai","3.1","","","ja42340",""
"03","羽前山辺","Uzen-Yamabe","6.5","","","ja42329",""
"04","羽前金沢","Uzen-Kanezawa","9.5","","","ja42341",""
"05","羽前長崎","Uzen-Nagasaki","11","","","ja174245",""
"06","南寒河江","Minami-Sagae","13.5","","","ja148492",""
"07","寒河江","Sagae","15.3","","","ja197592",""
"08","西寒河江","Nishi-Sagae","16.4","","","ja197589",""
"09","羽前高松","Uzen-Takamatsu","19.3","","","ja197587",""
"0a","柴橋","Shibahashi","22.3","","","ja197586",""
"0b","左沢","Aterazawa","24.3","","","ja197584",""
