"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","西4丁目","Nishi-Yon-Chōme","0",,,,
"02","西8丁目","Nishi-Hatchōme","0.501",,,,
"03","中央区役所前","Chūō-Kuyakusho-Mae","0.901",,,,
"04","西15丁目","Nishi-Jūgo-Chōme","1.436",,,,
"05","西線6条","Nishisen-Roku-Jō","2",,,,
"06","西線9条旭山公園通","Nishisen-Ku-Jō Asahiyama-Kōen-Dōri","2.374",,,,
"07","西線11条","Nishisen-Jūichi-Jō","2.744",,,,
"08","西線14条","Nishisen-Jūyo-Jō","3.226",,,,
"09","西線16条","Nishisen-Jūroku-Jō","3.6",,,,
"0a","ロープウェイ入口","Ropeway-Iriguchi","3.973",,,,
"0b","電車事業所前","Densha-Jigyōsho-Mae","4.309",,,,
"0c","中央図書館前","Chūō-Toshokan-Mae","4.59",,,,
"0d","石山通","Ishiyama-Dōri","4.921",,,,
"0e","東屯田通","Higashi-Tonden-Dōri","5.202",,,,
"0f","幌南小学校前","Kōnan-Shōgakkō-Mae","5.613",,,,
"0g","山鼻19条","Yamahana-Jūku-Jō","5.871",,,,
"0h","静修学園前","Seishūgakuen-Mae","6.287",,,,
"0i","行啓通","Gyōkei-Dōri","6.618",,,,
"0j","中島公園通","Nakajima-Kōen-Dōri","7.095",,,,
"0k","山鼻9条","Yamahana-Ku-Jō","7.438",,,,
"0l","東本願寺前","Higashi-Honganji-Mae","7.751",,,,
"0m","資生館小学校前","Shiseikan-Shōgakkō-Mae","8.182",,,,
"0n","すすきの","Susukino","8.456",,,,
