"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","小倉","Kokura","0","","","ja36790",""
"02","西小倉","Nishi Kokura","0.8","","","ja69752",""
"03","南小倉","Minami Kokura","3.5","","","ja162014",""
"04","城野","Jono","6.1","","","ja70818",""
"05","安部山公園","Abeyama Koen","8.4","","","ja165331",""
"06","下曽根","Shimosone","11.6","","","ja165332",""
"07","朽網","Kusami","15","","","ja165335",""
"08","苅田","Kanda","18.6","","","ja165337",""
"09","小波瀬西工大前","Obase Nishikodai-mae","22.2","","","ja142156",""
"0a","行橋","Yukuhashi","25","","","ja130736",""
"0b","南行橋","Minami Yukuhashi","26.8","","","ja165825",""
"0c","新田原","Shindenbaru","30.2","","","ja165826",""
"0d","築城","Tsuiki","33.9","","","ja165827",""
"0e","椎田","Shiida","36.9","","","ja165829",""
"0f","豊前松江","Buzen Shoe","41.8","","","ja134981",""
"0g","宇島","Unoshima","45.2","","","ja130718",""
"0h","三毛門","Mikekado","48","","","ja134963",""
"0i","吉富","Yoshitomi","50","","","ja100011",""
"0j","中津","Nakatsu","51.8","","","ja37106",""
"0k","東中津","Higashi Nakatsu","56.7","","","ja121495",""
"0l","今津","Imazu","60.1","","","ja36727",""
"0m","天津","Amatsu","62.5","","","ja207712",""
"0n","豊前善光寺","Buzen Zenkoji","65.5","","","ja207713",""
"0o","柳ケ浦","Yanagigaura","69.1","","","ja181740",""
"0p","豊前長洲","Buzen Nagasu","71","","","ja207715",""
"0q","宇佐","Usa","75.8","","","ja181734",""
"0r","西屋敷","Nishi Yashiki","79.4","","","ja210495",""
"0s","立石","Tateishi","85.2","","","ja210492",""
"0t","中山香","Naka Yamaga","90.4","","","ja210486",""
"0u","杵築","Kitsuki","99.2","","","ja207717",""
"0v","大神","Oga","103.3","","","ja210477",""
"0w","日出","Hiji","107.2","","","ja97798",""
"0x","暘谷","Yokoku","108.4","","","ja210366",""
"0y","豊後豊岡","Bungo Toyooka","111.3","","","ja210358",""
"0z","亀川","Kamegawa","114.9","","","ja207718",""
"10","別府大学","Beppu Daigaku","117","","","ja210355",""
"11","別府","Beppu","120.8","","","ja20046",""
"12","東別府","Higashi Beppu","122.8","","","ja97562",""
"13","西大分","Nishi Oita","130.4","","","ja137259",""
"14","大分","Oita","132.9","","","ja23102",""
"15","牧","Maki","136.2","","","ja183821",""
"16","高城","Takajo","138","","","ja23130",""
"17","鶴崎","Tsurusaki","141","","","ja23112",""
"18","大在","Ozai","144.3","","","ja23104",""
"19","坂ノ市","Sakanoichi","147.4","","","ja165673",""
"1a","幸崎","Kozaki","151.8","","","ja94539",""
"1b","佐志生","Sashiu","159","","","ja166131",""
"1c","下ノ江","Shitanoe","161","","","ja174916",""
"1d","熊崎","Kumasaki","164.7","","","ja187850",""
"1e","上臼杵","Kami Usuki","167.6","","","ja141312",""
"1f","臼杵","Usuki","169.2","","","ja110033",""
"1g","津久見","Tsukumi","178.9","","","ja181730",""
"1h","日代","Hishiro","184.4","","","ja97892",""
"1i","浅海井","Azamui","188.2","","","ja210319",""
"1j","狩生","Kariu","192","","","ja210318",""
"1k","海崎","Kaizaki","194.8","","","ja210316",""
"1l","佐伯","Saiki","197.8","","","ja181729",""
"1m","上岡","Kamioka","202.4","","","ja210313",""
"1n","直見","Naomi","208.8","","","ja210288",""
"1o","直川","Naokawa","213.6","","","ja210291",""
"1p","重岡","Shigeoka","224.2","","","ja210294",""
"1q","宗太郎","Sotaro","231","","","ja207287",""
"1r","市棚","Ichitana","238.5","","","ja210296",""
"1s","北川","Kitagawa","243.2","","","ja210298",""
"1t","日向長井","Hyuga Nagai","246.7","","","ja98998",""
"1u","北延岡","Kita Nobeoka","251.3","","","ja210515",""
"1v","延岡","Nobeoka","256.2","","","ja181725",""
"1w","南延岡","Minami Nobeoka","259.6","","","ja207732",""
"1x","旭ケ丘","Asahigaoka","263.1","","","ja2391501",""
"1y","土々呂","Totoro","265.7","","","ja105481",""
"1z","門川","Kadogawa","270","","","ja207742",""
"20","日向市","Hyugashi","276.6","","","ja98974",""
"21","財光寺","Zaikoji","278.9","","","ja207964",""
"22","南日向","Minami Hyuga","283.1","","","ja207977",""
"23","美々津","Mimitsu","289.7","","","ja207976",""
"24","東都農","Higashi Tsuno","294.1","","","ja97440",""
"25","都農","Tsuno","298.7","","","ja207756",""
"26","川南","Kawaminami","305.6","","","ja210533",""
"27","高鍋","Takanabe","313.6","","","ja207751",""
"28","日向新富","Hyuga Shintomi","320","","","ja98972",""
"29","佐土原","Sadowara","326.7","","","ja205921",""
"2a","日向住吉","Hyuga Sumiyoshi","330.9","","","ja73849",""
"2b","蓮ケ池","Hasugaike","334.7","","","ja210540",""
"2c","宮崎神宮","Miyazaki Jingu","337.4","","","ja210544",""
"2d","宮崎","Miyazaki","339.9","","","ja110834",""
"2e","南宮崎","Minami Miyazaki","342.5","","","ja110844",""
"2f","加納","Kano","345.1","","","ja117490",""
"2g","清武","Kiyotake","347.8","","","ja207761",""
"2h","日向沓掛","Hyuga Kutsukake","352.5","","","ja98971",""
"2i","田野","Tano","358","","","ja66396",""
"2j","青井岳","Aoidake","369.3","","","ja101234",""
"2k","山之口","Yamanokuchi","379.1","","","ja195135",""
"2l","餅原","Mochibaru","382","","","ja210752",""
"2m","三股","Mimata","385.6","","","ja210748",""
"2n","都城","Miyakonojo","389.9","","","ja144361",""
"2o","西都城","Nishi Miyakonojo","392.4","","","ja207777",""
"2p","五十市","Isoichi","395.2","","","ja210744",""
"2q","財部","Takarabe","399.4","","","ja210742",""
"2r","北俣","Kitamata","403","","","ja210735",""
"2s","大隅大川原","Osumi Okawara","408.1","","","ja210733",""
"2t","北永野田","Kita Naganoda","413.4","","","ja210731",""
"2u","霧島神宮","Kirishima Jingu","419.4","","","ja207781",""
"2v","国分","Kokubu","432.1","","","ja23486",""
"2w","隼人","Hayato","434.7","","","ja207706",""
"2x","加治木","Kajiki","441.6","","","ja207754",""
"2y","錦江","Kinko","443.3","","","ja207740",""
"2z","帖佐","Chosa","445.5","","","ja207734",""
"30","姶良","Aira","447.1","","","ja101225",""
"31","重富","Shigetomi","448.7","","","ja207378",""
"32","竜ケ水","Ryugamizu","455.7","","","ja119546",""
"33","鹿児島","Kagoshima","462.6","","","ja67530",""
