"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","南富山駅前","Minamitoyamaeki-mae","0",,,,
"02","大町","Oomachi","0.3",,,,
"03","堀川小泉","Horikawa koizumi","0.6",,,,
"04","小泉町","Koizumicho","1",,,,
"05","西中野","Nishinakano","1.3",,,,
"06","広貫堂前","Kokando-mae","1.5",,,,
"07","上本町","Kamihonmachi","1.8",,,,
"08","西町","Nishicho","2.1",,,,
"09","中町（西町北）","Nakamachi (Nishicho-kita)","2.3",,,,
"0a","荒町","Aramachi","2.5",,,,
"0b","桜橋","Sakurabashi","2.8",,,,
"0c","電気ビル前","Denki-Biru-mae","3.1",,,,
"0d","地鉄ビル前","Chitetsu-Miru-mae","3.3",,,,
"0e","電鉄富山駅・エスタ前","Dentetsu Toyamaeki ESTA-mae","3.6",,,,
