"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","双阳","Shuangyang",,,,,
"02","伊通","Yitong",,,,,
"03","建安","Jian'an",,,,,
"04","白泉","Baiquan",,,,,
