"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","North East Line","North East Line",,,,,
"02","Downtown Line","Downtown Line",,,,,
"03","Sengkang LRT line (East Loop)","Sengkang LRT line (East Loop)",,,,,
"04","Sengkang LRT line (West Loop)","Sengkang LRT line (West Loop)",,,,,
"05","Punggol LRT Line (East Loop)","Punggol LRT Line (East Loop)",,,,,
"06","Punggol LRT Line (West Loop)","Punggol LRT Line (West Loop)",,,,,
