"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","須ヶ口","Sukaguchi","0.0",,,,
"02","甚目寺","Jimokuji","2.0",,,,
"03","七宝","Shippō","3.7",,,,
"04","木田","Kida","5.4",,,,
"05","青塚","Aotsuka","7.3",,,,
"06","勝幡","Shobata","9.0",,,,
"07","藤浪","Fujinami","10.2",,,,
"08","津島","Tsushima","11.8",,,,
