"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","石家庄","Shijiazhuang",,,,,
"02","石家庄北","Shijiazhuang North",,,,,
"03","获鹿","Huolu",,,,,
"04","头泉","Touquan",,,,,
"05","上安","Shangan",,,,,
"06","岩峰","Yanfeng",,,,,
"07","井陉","Jingxing",,,,,
"08","南张村","Nanzhangcun",,,,,
"09","井南","Jingnan",,,,,
"0a","南峪","Nanyu",,,,,
"0b","娘子关","Niangziguan",,,,,
"0c","程家","Chengjia",,,,,
"0d","下盘石","Xiapanshi",,,,,
"0e","岩会","Yanhui",,,,,
"0f","乱流","Luanliu",,,,,
"0g","白羊墅","Baiyangshu",,,,,
"0h","阳泉","Yangquan",,,,,
"0i","赛鱼","Saiyu",,,,,
"0j","坡头","Potou",,,,,
"0k","测石","Ceshi",,,,,
"0l","芹泉","Qinquan",,,,,
"0m","寿阳","Shouyang",,,,,
"0n","马首","Mashou",,,,,
"0o","芦家庄","Lujiazhuang",,,,,
"0p","段廷","Duanting",,,,,
"0q","东赵","Dongzhao",,,,,
"0r","北合流","Beiheliu",,,,,
"0s","榆次","Yuci",,,,,
"0t","鸣李","Mingli",,,,,
"0u","太原南","Taiyuan South",,,,,
"0v","太原","Taiyuan",,,,,
