"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","奈良","Nara","0","","","ja30012",""
"02","京終","Kyobate","1.9","","","ja101011",""
"03","帯解","Obitoke","4.8","","","ja583919",""
"04","櫟本","Ichinomoto","7.3","","","ja61673",""
"05","天理","Tenri","9.6","","","ja61676",""
"06","長柄","Nagara","12.6","","","ja63770",""
"07","柳本","Yanagimoto","14.3","","","ja101752",""
"08","巻向","Makimuku","15.9","","","ja96780",""
"09","三輪","Miwa","18","","","ja96580",""
"0a","桜井","Sakurai","19.7","","","ja21406",""
"0b","香久山","Kaguyama","21.7","","","ja96774",""
"0c","畝傍","Unebi","24.7","","","ja96525",""
"0d","金橋","Kanahashi","27.3","","","ja79394",""
"0e","高田","Takada","29.4","","","ja63822",""
