"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","(三岐明信号場)","(Sangiake signal station)","0",,,,
"02","大矢知","Ōyachi","1.5",,,,
"03","平津","Heizu","3.1",,,,
"04","暁学園前","Akatsuki Gakuenmae","4.3",,,,
"05","山城","Yamajō","6",,,,
"06","保々","Hobo","8.5",,,,
"07","北勢中央公園口","Hokusei Chūō Kōenguchi","10.2",,,,
"08","梅戸井","Umedoi","12.1",,,,
"09","大安","Daian","14.3",,,,
"0a","三里","Misato","16.1",,,,
"0b","丹生川","Nyūgawa","18.6",,,,
"0c","伊勢治田","Isehatta","19.8",,,,
"0d","東藤原","Higashi-Fujiwara","22.1",,,,
"0e","西野尻","Nishi-Nojiri","24.3",,,,
"0f","西藤原","Nishi-Fujiwara","25.4",,,,
