"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","ชุมทางบ้านทุ่งโพธิ์","Ban Thung Pho Junction",,,,,
"02","บ้านดอนรัก","Ban Don Rak",,,,,
"03","บ้านทุ่งหลวง","Ban Thung Luang",,,,,
"04","บ้านขนาย","Ban Khanai",,,,,
"05","บ้านดอนเรียบ","Ban Don Riap",,,,,
"06","คลองยัน","Khlong Yan",,,,,
"07","เขาหลุง","Khao Lung",,,,,
"08","บ้านยาง","Ban Yang",,,,,
"09","คีรีรัฐนิคม","Khiri Rat Nikhom",,,,,
